Number,Year,Date,State,Sublocation,Location,Lat,Long,Description,Source,Type,Rioter Classification,Target Classification,Actions,Recorded # Killed,Recorded # Injured,Persons Named as Rioters,Persons Named as Targets,Note
22,1858,1858/12,Kansas,Fort Scott,"Fort Scott, Kansas",37.83982,-94.70493,"December: James Montgomery leads free-soilers in jail rescue of Benjamin Rice. Only one pro-slaver resisted, J.H. Little. After he fired on the rescuers, he was killed by the return fire. The jayhawkers then plundered $7,000 worth of goods from his store.","Nichols.Bleeding Kansas, p.235",Slavery; Vigilante; Law; Racial; Political; Land,Free-Soiler; Anti-Slavery; Free-Stater; Vigilante; Militia,Pro-Slavery; Border Ruffian; Vigilante; Militia; Merchant,Seized Property; Extraction; Lethal Violence,1,,James Montgomery,J.H. Little,
23,1858,1858/12,Minnesota,Lexington,"Lexington, Le Sueur Co",45.13737,-93.16735,December: Charles Rinehard hanged for alleged murder,"Bessler, Legacy of Violence, 5-6 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Charles Rinehart,PTH
1,1859,,Colorado,Cache La Poudre,Cache La Poudre,40.59839,-105.08244,Unknown victim lynched for alleged murder.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,,PTH
2,1859,1859/01,Missouri,Troy,"Troy, Lincoln Co., Missouri",38.97938,-90.98065,January: Burning of enslaved man belonging to Simeon Thornhill for allegedly murdering master,"Maysville Eagle (Maysville, KY). January 8, 1859 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Murderer,Lethal Violence; Mutilation,1,,,,PTH
3,1859,1859/01,Missouri,Kansas-Missouri border,Kansas-Missouri border,38.729765,-94.620364,"January: Captain Ely Snyder leads jayhawking raid into Missouri, attacking a Ruffian headquarters. When they refused to surrender, Snyder had the building burnt. Four men perished in the flames.","Nichols.Bleeding Kansas, p.238",Slavery; Racial; Vigilante; Law,Free-Soiler; Anti-Slavery; Free-Stater; Vigilante; Militia,Pro-Slavery; Border Ruffian; Vigilante; Militia,Lethal Violence; Property Destroyed,4,,Ely Snyder,,
4,1859,1859/04,Colorado,Denver,"Denver, CO",39.74092,-104.99385,April: A People's Court lynches John Stuffle for alleged murder.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; People's Court,Alleged Criminal; Alleged Murderer,,1,,,John Stuffle,PTH
5,1859,1859/04,Texas,Smithfield,"Smithfield, Polk Co., TX",30.80538,-94.91311,"April: Burning of Alfred, an enslaved man belonging to a Mr. Roper for alleged murder and robbery of master","Galveston Weekly News, May 17, 1859 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Murderer; Alleged Criminal; Alleged Thief,Lethal Violence,1,,,Alfred,PTH
6,1859,1859/04,Minnesota,Wright Co.,"Wright Co., MN",45.20275,-93.94657,April: Lynching of Oscar F. Jackson for an unknown offense.,"New York Times, August 1859 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Criminal,Lethal Violence,1,,,Oscar F. Jackson,PTH
7,1859,1859/05,Arizona,Sonoita Valley,"Sonoita Valley, AZ",31.67984,-110.65523,"May: On the 9th, four unknown Mexicans shot and killed. An Anglo had been murdered, and other Anglos were attempting to drive Mexicans from the region when the killings occured.","Tuscon Weekly Arizonian, 12-28 May 1859 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante; White; Anglo,Mexican; Hispanic; Catholic,Lethal Violence,4,,,,PTH
8,1859,1859/07,Texas,Hopkins Co.,"Hopkins Co., TX",33.15125,-95.60403,July: Hanging of enslaved man for alleged attempted rape of white woman,"Randolph B. Campbell, An Empire for Slavery: The Peculiar Institution in Texas, 1821-1865 (Baton Rogue: Louisiana State University Press, 1989), 105 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Sexual Assailant,Lethal Violence,1,,,,PTH
9,1859,1859/07,Texas,Dresden,"Dresden, Navarro Co., TX",32.03064,-96.68038,"July: Hanging of enslaved man belonging ""Mr. Blanton, of Ellis county"" for alleged murder and robbery","Galveston Weekly News, August 6, 1859 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Murderer; Alleged Thief,Lethal Violence,1,,,,PTH
10,1859,1859/07,Missouri,Arrow Rock,"Arrow Rock, Saline Co., MO",39.07001,-92.94661,July: Hanging of enslaved man belonging to Dr. William Price for allegedly assualting a white girl,"Thomas G. Dyer, ""A Most Unexampled Exhibition of Madness and Brutality: Judge Lynch in Saline County, Missouri"" in Under Sentence of Death: Lynching in the South, ed. W. Fitzhugh Brundage (Chapel Hill: University of North Carolina Press, 1997), 87 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Assailant,Lethal Violence,1,,,,PTH
11,1859,1859/07,Missouri,Marshall,"Marshall, Saline Co., MO",39.12216,-93.19631,"July: Burning of John, an enslaved man, for alleged murder.","Hurt, Agriculture and Slavery, 250 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Murderer,Lethal Violence; Mutilation,1,,,John,PTH
12,1859,1859/07,Missouri,Marshall,"Marshall, Saline Co., MO",39.12216,-93.19631,"July: Hanging of Jim, an enslaved man, for alleged attempted rape","Hurt, Agriculture and Slavery, 250 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Sexual Assailant,Lethal Violence,1,,,Jim,PTH
13,1859,1859/07,Missouri,Marshall,"Marshall, Saline Co., MO",39.12216,-93.19631,"July: Hanging of Holman, an enslaved man, for allegedly stabbing a white man","Hurt, Agriculture and Slavery, 250 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Assailant,Lethal Violence,1,,,Holman,PTH
14,1859,1859/08,Missouri,Princeton,Princeton,40.39816,-93.58338,"August: Jessie Williams, ""an old and wealthy citizen of Caldwell Co."" was taken from jail and lynched. He had been charged with murder, stealing, and cruelty to slaves. His sons John and James fled. Dr. Singleton, Mansfield, Morse, and Strawmal, all allegedly connected to Williams, ""were severely punished, and ordered to leave the county.""",,Vigilante; Law; Slavery,Vigilante,Slaveholder; Alleged Criminal; Alleged Murderer; Alleged Thief,Lethal Violence; Seized Person(s); Extraction,1,,,Jessie Williams; James Williams; John Williams; Singleton; Mansfield; Morse; Strawmal,PTH
15,1859,1859/08,Arizona,Tucson,Tucson,32.20832,-110.95956,"August: On the 3rd, Rafael Polaco hanged for alleged murder.","Weekly Arizonian, 30 June and 20 October 1859 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Rafael Polaco,PTH
16,1859,1859/08,California,Santa Barbara,Near Santa Barbara,34.42414,-119.69101,"August: On the 23rd, after Francisco Badillo was found not guilty of horse theft, both Badillo and his son were lynched.","Los Angeles Star, 3 Sept. 1859 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Legal,Lethal Violence,2,,,Francisco Badillo,PTH
17,1859,1859/08,Kansas,Atchison,Atchison,39.56201,-95.12677,"August: A vigilance committee, organized to counter horse thieves, lynched a man named Nelson. Horse thieves near Elwood attacked the vigilantes, wounding three of them. One of those wounded vigilantes thought to be wounded fatally.  ","The Rocky Mountain News, September 10, 1859",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence; Non-Lethal Violence; Seized Person(s),1,3,,Nelson,PTH
18,1859,1859/09,Kansas,Leavenworth,Leavenworth,39.323495,-94.926377,September: A band of vigilantes lynched an alleged horse thief named Pendergrast. He was reportedly hanged and then thrown into the river.,"The Rocky Mountain News, September 10, 1859",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence; Seized Person(s); Extraction,1,,,Pendergrast,PTH
19,1859,1859/09,Colorado,Golden,"Golden, CO",39.75714,-105.22052,September: Edgar Vanover lynched for alleged assualt. Vanover had been a filibuster in Nicaragua ,"Leonard, Lynching in Colorado, Table A.1 and The Rocky Mountain News, September 10, 1859",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Assailant,Lethal Violence,1,,,Edgar Vanover,PTH
20,1859,1859/10,Arizona,Tubac,"Near Tubac, AZ",31.61609,-111.05073,October: Unknown Mexican shot and then had ears cut off for alleged murder.,"Tucson Weekly Arizonian, 20 Oct 1859 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murder,Lethal Violence; Mutilation,1,,,,PTH
21,1859,1859/10,Illinois,Mound City,"Mound City, Pulaski Co.",37.08581,-89.16326,October: Hanging of James Vaughan for alleged murder,"New York Times, October 17, 1859 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Murderer; Alleged Criminal,Lethal Violence,1,,,James Vaughan,PTH
22,1859,1859/11,Texas,Brownsville,"Brownsville, TX",25.91386,-97.48877,November: Tomás Cabrera taken from jail and lynched for alleged murder.,"Corpus Christi Ranchero, 26 Nov. 1859 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murder; Legal; Jail; Prisoner,Lethal Violence; Seized Person(s); Extraction,1,,,Tomás Cabrera,PTH
23,1859,1859/11,Maryland,Baltimore,Baltimore,39.293324,-76.615924,November: Election disturbances forHouse of Delegates elections. At least one person dies. Voters beaten and intimidated. Many captured and forced to vote repeatedly. Good description of procedures in Scharf. Note - reform candidates win local election.,"Scharf, p.570-574; H+W, p.93; Tuska, p.242-244",Political,Political,Political,Lethal Violence; Threat; Non-Lethal Violence,1,,,,
24,1859,1859/12,Georgia,Waynesboro,Waynesboro,33.08766,-82.01594,December: Book agent allegedly hanged and burned  for preaching to slaves. ,"Nebraska Advertiser, Janurary 5, 1860",Racial; Slavery; Political,Black; Slave; Slaveholder,Merchant; Anti-Slavery,Lethal Violence; Mutilation,1,,,,PTH
1,1860,,Colorado,Tarryall,"Tarryall, CO",39.14334,-105.46941,McFarland lynched for alleged theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief,Lethal Violence,1,,,McFarland,PTH
2,1860,,Colorado,Divide,"Near Divide, CO",38.94168,-105.15784,A People's Court lynched John Fillmore for alleged murder. ,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; People's Court,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Fleming,PTH
3,1860,1860/01,Flordia,Tampa,"Tampa, FL",27.971689,-82.484991,"January: Lynching of an enslaved black person convicted of murder, but whose execution had been delayed by court action.","Ingalls. ""Lynching…,""Journal of Southern History(1987) p.616",Racial; Slavery; Law; Vigilante,Vigilante; White,Slave; Legal; Prisoner; Black; Alleged Criminal; Alleged Murderer,Prison Break; Seized Person(s); Lethal Violence,1,,,,
4,1860,1860/02,Colorado,Missouri City,"Missouri City, CO",39.81703,-105.51145,"February: Members of a vigilance committee siezed W.W. ""Pennsyltuck"" Atkins from the bed where he was recuperating. He had been shot by Sheriff Kehler some weeks prior. The men hanged Atkins during the night. Claims appeared in the paper that the vigilantes only lynched Pennsyltuck because he was making murderous threats while recovering. Dr. Erdhmann, who had been treating the victim, denied these claims, and insisted that Pennsyltuck had only expressed sorrow and desire to reform.","Leonard, Lynching in Colorado, Table A.1 and The Rocky Mountain News, March 21, 1860",Vigilante; Law,Vigilante; Vigilance Committee,Alleged Criminal; Alleged Assailant; Alleged Murderer,Lethal Violence,1,,,"W.W. ""Pennsyltuck"" Atkins",PTH
5,1860,1860/03,Colorado,Denver,"Denver, CO",39.74092,-104.99385,March: People's Court lynches Moses Young for alleged murder.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; People's Court,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Moses Young,PTH
6,1860,1860/03,Kansas,Ossawatamie,Ossawatamie,38.498662,-94.948956,March: An alleged horse thief named Guthrie lynched.,"The Rocky Mountain News, March 7, 1860",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence; Seized Person(s); Extraction,1,,,Guthrie,PTH
7,1860,,Colorado,Colorado City,"Colorado City, CO",38.84479,-104.86094,Spring: Unknown Mexican lynched by vigilance committee for alleged theft.,"New York Times, 3 Sept. 1860 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante; Vigilance Committee,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief,Lethal Violence,1,,,,PTH
8,1860,1860/06,Colorado,Denver,"Denver, CO",39.74092,-104.99385,"June: A People's Court, 3,800 strong, lynches Marcus Gredler for alleged murder.","Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Marcus Gredler,PTH
9,1860,1860/06,Colorado,Hangman's Canon,Hangman's Canon,38.44689,-105.23593,June: Unknown victim lynched for alleged horse theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,,PTH
10,1860,1860/07,Iowa,Batavia,"Batavia, Jefferson Co., IA",40.99597,-92.16606,July: Hanging of John Kephart for alleged murder,"Fairfield Ledger, July 13, 1860 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante,Vigilante,Alleged Murderer,Lethal Violence,1,,,John Kephart,PTH
11,1860,1860/07,Missouri,Hannibal,Hannibal,39.71118,-91.3655,"July: Martin T. Wright allegedly stole another horse near Hannibal, but the men from St. Joseph recaptured him. They promptly lynched him.","The Western Mountaineer, August 2, 1860",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence; Seized Person(s); Extraction,1,,,Martin T. Wright,PTH
12,1860,1860/07,Colorado,Colorado City,Colorado City,38.84479,-104.86094,"July: Unknown, reportedly Mexican victim lynched for alleged horse theft.","Leonard, Lynching in Colorado, Table A.1 and The Western Mountaineer, August 2, 1860",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief; Catholic; Mexican; Hispanic,Lethal Violence,1,,,,PTH
13,1860,1860/07,Texas,Dallas,Dallas,32.77282,-96.79866,"July: Three black men - Pat Jennings, Sam Smith, and Cato - hanged for alleged insurrectionary plotting. A vigilance committee arrested and interrogated nearly one hundred black people. Rumors abounded that the hanged men planned to burn the town, kill the elderly, poison the people, and ""to seize and to approproate the young and handsomest for their villainous purposes.""","The Nebraska City News, August 25, 1860",Racial; Vigilante; Law; Slavery,White; Vigilante; Vigilance Committee,Black; Alleged Criminal; Alleged Arsonist,Lethal Violence; Threat; Seized Person(s),3,,,Pat Jennings; Sam Smith; Cato,PTH
14,1860,1860/07,Texas,Waxahachie,Waxahachie,32.39383,-96.86053,"July: More rumors of poison and insurrection. White vigilance committee targets black population. Several lynchings occur - at least four, maybe more. Committee of Vigilance in session all day.","The Nebraska City News, August 25, 1860",Racial; Vigilante; Law; Slavery,White; Vigilante; Vigilance Committee,Black; Alleged Criminal; Alleged Arsonist,Lethal Violence; Threat; Seized Person(s),4,,,,
15,1860,1860/07,Colorado,Denver,Denver,39.74092,-104.99385,"July: Carl Wood and two friends, irritated with the Rocky Mountain News, seized William N. Byers from his officer, and took him to Harrison's saloon. The men made threats against Byers's life, but Harrison helped him escape out a back door. Wood and a friend, George Steele, went to shoot Byers. Instead, Steele was shot and killed and Wood arrested. A People's Court tried Wood, defended by A.C. Ford. The court ordered Wood banished instead of lynched, to the chagrin of the News.","Leonard, Lynching in Colorado, 22.",Law; Vigilante,Vigilante; People's Court,Press; Alleged Criminal,Lethal Violence; Non-Lethal Violence; Seized Person(s); Threat,1,1,Carl Wood; George Steele,William N. Byers; Carl Wood,PTH
16,1860,1860/09,Colorado,Denver,"Near Denver, CO",39.74092,-104.99385,September: Vigilantes lynch John Shear for alleged horse theft. Shear was a member of the city council and a founder of the city library.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,John Shear,PTH
17,1860,1860/09,Colorado,Denver,"Near Denver, CO",39.74092,-104.99385,September: Vigilantes lynch James Latta for alleged horse theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,James Latta,PTH
18,1860,1860/09,Colorado,Denver,Denver,39.74092,-104.99385,"September: Vigilante court tries, convicts and sentences to hanging murderer James Gordon. A marshal took Gordon from Leavenworth to Denver for this purpose. Gordon was hanged on October 6th. The court had no legal basis. W.P. McLure served as Gordon's lawyer, William Larimer served as a judge. ","Gower. ""Vigilantes,"" Col. Mag., 41 (1941) 93-104 and Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; Legal; Marshal; Law Officer; People's Court,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,James Gordon,PTH Edits
19,1860,1860/09,Colorado,Denver,"Near Denver, CO",39.74092,-104.99385,"September: Vigilantes shoot A. C. Ford for alleged horse theft. Ford was a lawyer. Note reading ""Executed by the Vigilance Committee"" found on Ford's corpse. ","Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; Vigilance Committee,Alleged Criminal; Alleged Thief; Alleged Horse Thief; Legal; Lawyer,Lethal Violence,1,,,A. C. Ford,PTH
20,1860,1860/09,Colorado,Denver,"Denver, CO",39.74092,-104.99385,September: A man called Black Hawk lynched for alleged horse theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,Black Hawk,PTH
21,1860,1860/10,Alabama,Tuskegee,"Tuskegee, Macon Co.",32.42377,-85.69402,"October: Burning of enslaved ""boy belonging to Maj. Cocke.""","Sellers, Slavery in Alabama, 264 as listed in Pfeifer, Roots of Rough Justice.",Racial; Slavery,White,Black; Youth; Slave,Lethal Violence,1,,,,PTH
22,1860,1860/10,Iowa,Pottawattamie Co.,"Pottawattamie Co., IA",41.25752,-95.67644,October: Hanging of Philip McGuire for allegedly kidnapping and attempting to sell a man and woman into slavery as well as for alleged theft,"Black, ""Lynchings in Iowa,"" 209 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law; Slavery,Vigilante,Alleged Thief; Alleged Kidnapper; Slave Trader,Lethal Violence,1,,,Philip McGuire,PTH
23,1860,1860/11,Kansas,SE Kansas,SE Kansas,37.44765,-94.92292,"November: Jayhawkers try and hang border ruffian Russell Hirds for ""man stealing."" He had hunted down and returned to Missouri a fugitive slave.","Nichols.Bleeding Kansas, p.243",Slavery; Racial; Vigilante; Law; Land; Political,Free-Soiler; Anti-Slavery; Free-Stater; Vigilante; Militia,Vigilante; Pro-Slavery; Anti-Abolitionist; Slavecatcher,Lethal Violence; Seized Person(s),1,,,Russell Hirds,
24,1860,1860/11,Missouri,Callaway Co.,"Callaway Co., Missouri",38.80802,-91.90516,November: Hanging of enslaved woman for alleged murder of white woman,"St. Louis Bulletin, November 8, 1860, quoted in Sante Fe Gazette, December 15, 1860 as listed in Pfeifer, The Roots of Rough Justice.",Slavery; Racial; Vigilante; Law,White; Vigilante,Black; Slave; Woman; Alleged Criminal; Alleged Vigilante,Lethal Violence,1,,,,PTH
25,1860,1860/12,Colorado,Denver,"Denver, CO",39.74092,-104.99385,December: People's Court lynches Patrick Waters for the alleged murder of Thomas R. Freeman.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; People's Court,Alleged Criminal; Alleged Murderer; Irish; Catholic,Lethal Violence,1,,William N. Byers,Patrick Waters,PTH
26,1860,1860/12,Arizona,Arizona City,Arizona City,32.75186,-111.67314,"December: On the 26th, Mateo García hanged for alleged murder.","Los Angeles Semi-Weekly Southern News, 30 Jan. 1861 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Mateo García,PTH
1,1861,,Nebraska,Omaha,"Omaha, NE",41.25819,-95.93812,"Authorities arrested James Bouve and John S. Iler for assualting and robbing a local woman. A crowd gathered, formed an extralegal committee, and interrogated both men in their cells. Iler confessed. An extrajudicial trial was then organized. Iler was granted leniancy, but the crowd voted to lynch Bouve. One man, Robert A. Howard, begged the crowd to let the law handle justice, but he was not heeded. Vigilantes stormed the jail and hanged Bouve from a ceiling beam. Iler was told to leave, and shots were fired at him, possibly to scare him, as he ran.","Sorenson, History of Omaha, 123.",Vigilante; Law,Vigilante,Legal; Jail; Marshal; Alleged Criminal,Lethal Violence; Threat,1,,,James Bouve; John S. Iler,PTH
2,1861,1861/04,Maryland,Baltimore,Baltimore,39.293324,-76.615924,"April: Union troops on their way to Washington and marching between train stations were attacked by mobs led by ""Plug Uglies."" Shots were exchanged. Casualties on both sides. 7 soldiers killed, 12 citizens killed.","Andrews.History of Maryland, p.511-525",Anti-Union; Military; Gang,Gang; Plug Ugly,Military; Union,Lethal Violence; Non-Lethal Violence,19,,,,
3,1861,1861/02,Georgia,Milledgeville,Milledgeville,33.07882,-83.23375,"Feburary: A mob siezed an enslaved man, George from jail, where he was being held for alleged rape or attempted rape. The mob burned George to death.","Reports of Cases in Law and Equity Argued and Determined in the Supreme Court of the State of Georgia, 1864-1866, 506-509.",Law; Racial; Vigilante; Slavery,White; Vigilante,Black; Slave; Legal; Jail; Alleged Criminal; Alleged Sexual Assailant,Lethal Violence; Seized Person(s); Extraction,1,,,George,PTH
4,1861,1861/03,New Mexico,Mesilla,"Mesilla, NM",32.27311,-106.79603,"March: On the 22nd, an unknown Mexican lynched for alleged theft.","Sante Fe Gazette, 13 April 1861 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief,Lethal Violence,1,,,,PTH
5,1861,1861/04,New Mexico,Mesilla,"Mesilla, NM",32.27311,-106.79603,"April: On the 10th, an unknown Mexican lynched for alleged theft.","Mesilla Times, 23 Mar. 1861 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief,Lethal Violence,1,,,,PTH
6,1861,1861/04,California,El Monte,"El Monte, CA",34.022624,-118.367045,"April: José Claudio Alvitre, accused of murdering his wife, lynched by ""his countrymen.""","Sacremento Union, 6 May 1861.",Law; Vigilante,Vigilante; Mexican; Hispanic; Catholic,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,José Claudio Alvitre,PTH
7,1861,1861/05,California,California,California,36.065613,-118.674543,May: Vigilantes lynch Cladio Alvitre for murdering his wife.,"Blew. ""Vigilantism,"" p.23",Vigilante; Law,Vigilante,Unknown,Lethal Violence,1,,,Cladio Alvitre,
8,1861,1861/06,Illinois,Ogle Co.,"Ogle Co., Illinois",42.035234,-89.35899,June: Mob hanged a man on the suspicion that he sympathised with Confederacy. He was also believed to be an arsonist.,"Gray.Hidden Civil War, p.68",Anti-Confederacy; War; Vigilante; Law,Vigilante,Confederate; Confederate Sympathizer; Alleged Criminal; Alleged Arsonist,Lethal Violence,1,,,,
9,1861,1861/09,California,San Luis Obispo,Near San Luis Obispo,35.2807,-120.6605,"September: On the 13th, F. Rameris was hanged for alleged sexual assualt. He was rescued, only to be taken from the jail and hanged again.","Sacremento Union, 26 Sept 1861 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Sexual Assailant; Legal; Jail; Prisoner,Lethal Violence; Seized Person(s); Extraction,1,,,F. Rameris,PTH
10,1861,1861/09,Colorado,Denver,Denver,39.74092,-104.99385,"November: At some point, Stephen Conroy jumped a Mr. Minter's claim. Minter belonged to a claim club, which duly dispossesed Conroy. Contry retaliated by allegedly poisoning two of Minter's dogs, and attacked Minter in the street. Later, Conroy again approach Minter making threats, and Conroy shot him dead.","The Rocky Mountain News, November 26, 1861",Land; Law; Vigilante,Claim Club; Vigilante; Squatter,Squatter,Lethal Violence; Property Destroyed; Threat,1,1,Stephen Conroy; Minter,Stephen Conroy; Minter,PTH
11,1861,1861/09,Texas,Harrison,Harrison,32.51769,-94.27774,"September: Burning of Green, an enslaved man, for alleged rape and murder of 12-year-old white girl","Marshall Republican (Marshall, TX), September 7, 1861 quoted in New Orleans Picayune, September 12, 1861 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Sexual Assailant; Alleged Murderer,Lethal Violence; Mutilation,1,,,Green,PTH
12,1861,1861/09,Wisconsin,Milwaukee,Milwaukee,43.03145,-87.95645,"September: Mob lynched a black prisoner in jail accused of murdering a white. The crowd shouted: ""Damn the n*****s and abolitionists!"" and tried to lynch another black person, but he escaped. The dead man's name was Marshall Clarke.","Voegeli.Free but..., p.9 and Pfeiffer, The Roots of Rough Justice. Milwaukee Sentinel, Sept 9 1861 and Daily Wisconsin (Milwaukee), September 9 1861.",Slavery; Racial; Anti-Abolitionist; Vigilante; Law,Anti-Abolitionist; White; Pro-Slavery; Vigilante,Black; Legal; Prisoner; Jail; Alleged Criminal; Alleged Murderer,Prison Break; Seized Person(s); Lethal Violence,1,,,Marshall Clarke,PTH Edits
13,1861,1861/10,California,Los Angeles,Los Angeles,34.022624,-118.367045,October: Young Francisco Cota taken from police officers and lynched. He had shot an Anglo shopkeeper and his wife.,"Blew. ""Vigilantism,"" p.23",Racial; Law; Ethnic/National; Religious; Vigilante,White; Vigilante; Anglo,Hispanic; Catholic; Prisoner; Legal; Youth,Prison Break; Seized Person(s); Lethal Violence,1,,,Francisco Cota,
14,1861,1861/04,Colorado,Lake Gulch,"Lake Gulch, CO",39.36912,-104.85162,"April: A People's Court, 3000 strong, lynches Solomon Kennedy for alleged murder.","Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; People's Court,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Solomon Kennedy,PTH
15,1861,1861/03,Kansas,Topeka,Topeka,39.04945,-95.68338,March: A horse thief named Edwards lynched for stabbing a member of the  Pottawatami Nation and attempting to steal his pony. ,"The Rocky Mountain News, April 3, 1861",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,Edwards,PTH
16,1861,1861/07,Colorado,Apex,"Apex, CO",39.8656,-105.57021,July: John Bishop lynched for alleged horse theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,John Bishop,PTH
