Number,Year,Date,State,Sublocation,Location,Lat,Long,Description,Source,Type,Rioter Classification,Target Classification,Actions,Recorded # Killed,Recorded # Injured,Persons Named as Rioters,Persons Named as Targets,Note
20,1859,1859/10,Arizona,Tubac,"Near Tubac, AZ",31.61609,-111.05073,October: Unknown Mexican shot and then had ears cut off for alleged murder.,"Tucson Weekly Arizonian, 20 Oct 1859 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murder,Lethal Violence; Mutilation,1,,,,PTH
21,1859,1859/10,Illinois,Mound City,"Mound City, Pulaski Co.",37.08581,-89.16326,October: Hanging of James Vaughan for alleged murder,"New York Times, October 17, 1859 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Murderer; Alleged Criminal,Lethal Violence,1,,,James Vaughan,PTH
22,1859,1859/11,Texas,Brownsville,"Brownsville, TX",25.91386,-97.48877,November: Tomás Cabrera taken from jail and lynched for alleged murder.,"Corpus Christi Ranchero, 26 Nov. 1859 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murder; Legal; Jail; Prisoner,Lethal Violence; Seized Person(s); Extraction,1,,,Tomás Cabrera,PTH
23,1859,1859/11,Maryland,Baltimore,Baltimore,39.293324,-76.615924,November: Election disturbances forHouse of Delegates elections. At least one person dies. Voters beaten and intimidated. Many captured and forced to vote repeatedly. Good description of procedures in Scharf. Note - reform candidates win local election.,"Scharf, p.570-574; H+W, p.93; Tuska, p.242-244",Political,Political,Political,Lethal Violence; Threat; Non-Lethal Violence,1,,,,
24,1859,1859/12,Georgia,Waynesboro,Waynesboro,33.08766,-82.01594,December: Book agent allegedly hanged and burned  for preaching to slaves. ,"Nebraska Advertiser, Janurary 5, 1860",Racial; Slavery; Political,Black; Slave; Slaveholder,Merchant; Anti-Slavery,Lethal Violence; Mutilation,1,,,,PTH
1,1860,,Colorado,Tarryall,"Tarryall, CO",39.14334,-105.46941,McFarland lynched for alleged theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief,Lethal Violence,1,,,McFarland,PTH
2,1860,,Colorado,Divide,"Near Divide, CO",38.94168,-105.15784,A People's Court lynched John Fillmore for alleged murder. ,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; People's Court,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Fleming,PTH
3,1860,1860/01,Flordia,Tampa,"Tampa, FL",27.971689,-82.484991,"January: Lynching of an enslaved black person convicted of murder, but whose execution had been delayed by court action.","Ingalls. ""Lynching…,""Journal of Southern History(1987) p.616",Racial; Slavery; Law; Vigilante,Vigilante; White,Slave; Legal; Prisoner; Black; Alleged Criminal; Alleged Murderer,Prison Break; Seized Person(s); Lethal Violence,1,,,,
4,1860,1860/02,Colorado,Missouri City,"Missouri City, CO",39.81703,-105.51145,"February: Members of a vigilance committee siezed W.W. ""Pennsyltuck"" Atkins from the bed where he was recuperating. He had been shot by Sheriff Kehler some weeks prior. The men hanged Atkins during the night. Claims appeared in the paper that the vigilantes only lynched Pennsyltuck because he was making murderous threats while recovering. Dr. Erdhmann, who had been treating the victim, denied these claims, and insisted that Pennsyltuck had only expressed sorrow and desire to reform.","Leonard, Lynching in Colorado, Table A.1 and The Rocky Mountain News, March 21, 1860",Vigilante; Law,Vigilante; Vigilance Committee,Alleged Criminal; Alleged Assailant; Alleged Murderer,Lethal Violence,1,,,"W.W. ""Pennsyltuck"" Atkins",PTH
5,1860,1860/03,Colorado,Denver,"Denver, CO",39.74092,-104.99385,March: People's Court lynches Moses Young for alleged murder.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; People's Court,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Moses Young,PTH
6,1860,1860/03,Kansas,Ossawatamie,Ossawatamie,38.498662,-94.948956,March: An alleged horse thief named Guthrie lynched.,"The Rocky Mountain News, March 7, 1860",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence; Seized Person(s); Extraction,1,,,Guthrie,PTH
7,1860,,Colorado,Colorado City,"Colorado City, CO",38.84479,-104.86094,Spring: Unknown Mexican lynched by vigilance committee for alleged theft.,"New York Times, 3 Sept. 1860 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante; Vigilance Committee,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief,Lethal Violence,1,,,,PTH
8,1860,1860/06,Colorado,Denver,"Denver, CO",39.74092,-104.99385,"June: A People's Court, 3,800 strong, lynches Marcus Gredler for alleged murder.","Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Marcus Gredler,PTH
9,1860,1860/06,Colorado,Hangman's Canon,Hangman's Canon,38.44689,-105.23593,June: Unknown victim lynched for alleged horse theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,,PTH
10,1860,1860/07,Iowa,Batavia,"Batavia, Jefferson Co., IA",40.99597,-92.16606,July: Hanging of John Kephart for alleged murder,"Fairfield Ledger, July 13, 1860 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante,Vigilante,Alleged Murderer,Lethal Violence,1,,,John Kephart,PTH
11,1860,1860/07,Missouri,Hannibal,Hannibal,39.71118,-91.3655,"July: Martin T. Wright allegedly stole another horse near Hannibal, but the men from St. Joseph recaptured him. They promptly lynched him.","The Western Mountaineer, August 2, 1860",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence; Seized Person(s); Extraction,1,,,Martin T. Wright,PTH
12,1860,1860/07,Colorado,Colorado City,Colorado City,38.84479,-104.86094,"July: Unknown, reportedly Mexican victim lynched for alleged horse theft.","Leonard, Lynching in Colorado, Table A.1 and The Western Mountaineer, August 2, 1860",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief; Catholic; Mexican; Hispanic,Lethal Violence,1,,,,PTH
13,1860,1860/07,Texas,Dallas,Dallas,32.77282,-96.79866,"July: Three black men - Pat Jennings, Sam Smith, and Cato - hanged for alleged insurrectionary plotting. A vigilance committee arrested and interrogated nearly one hundred black people. Rumors abounded that the hanged men planned to burn the town, kill the elderly, poison the people, and ""to seize and to approproate the young and handsomest for their villainous purposes.""","The Nebraska City News, August 25, 1860",Racial; Vigilante; Law; Slavery,White; Vigilante; Vigilance Committee,Black; Alleged Criminal; Alleged Arsonist,Lethal Violence; Threat; Seized Person(s),3,,,Pat Jennings; Sam Smith; Cato,PTH
14,1860,1860/07,Texas,Waxahachie,Waxahachie,32.39383,-96.86053,"July: More rumors of poison and insurrection. White vigilance committee targets black population. Several lynchings occur - at least four, maybe more. Committee of Vigilance in session all day.","The Nebraska City News, August 25, 1860",Racial; Vigilante; Law; Slavery,White; Vigilante; Vigilance Committee,Black; Alleged Criminal; Alleged Arsonist,Lethal Violence; Threat; Seized Person(s),4,,,,
15,1860,1860/07,Colorado,Denver,Denver,39.74092,-104.99385,"July: Carl Wood and two friends, irritated with the Rocky Mountain News, seized William N. Byers from his officer, and took him to Harrison's saloon. The men made threats against Byers's life, but Harrison helped him escape out a back door. Wood and a friend, George Steele, went to shoot Byers. Instead, Steele was shot and killed and Wood arrested. A People's Court tried Wood, defended by A.C. Ford. The court ordered Wood banished instead of lynched, to the chagrin of the News.","Leonard, Lynching in Colorado, 22.",Law; Vigilante,Vigilante; People's Court,Press; Alleged Criminal,Lethal Violence; Non-Lethal Violence; Seized Person(s); Threat,1,1,Carl Wood; George Steele,William N. Byers; Carl Wood,PTH
16,1860,1860/09,Colorado,Denver,"Near Denver, CO",39.74092,-104.99385,September: Vigilantes lynch John Shear for alleged horse theft. Shear was a member of the city council and a founder of the city library.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,John Shear,PTH
17,1860,1860/09,Colorado,Denver,"Near Denver, CO",39.74092,-104.99385,September: Vigilantes lynch James Latta for alleged horse theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,James Latta,PTH
18,1860,1860/09,Colorado,Denver,Denver,39.74092,-104.99385,"September: Vigilante court tries, convicts and sentences to hanging murderer James Gordon. A marshal took Gordon from Leavenworth to Denver for this purpose. Gordon was hanged on October 6th. The court had no legal basis. W.P. McLure served as Gordon's lawyer, William Larimer served as a judge. ","Gower. ""Vigilantes,"" Col. Mag., 41 (1941) 93-104 and Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; Legal; Marshal; Law Officer; People's Court,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,James Gordon,PTH Edits
19,1860,1860/09,Colorado,Denver,"Near Denver, CO",39.74092,-104.99385,"September: Vigilantes shoot A. C. Ford for alleged horse theft. Ford was a lawyer. Note reading ""Executed by the Vigilance Committee"" found on Ford's corpse. ","Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; Vigilance Committee,Alleged Criminal; Alleged Thief; Alleged Horse Thief; Legal; Lawyer,Lethal Violence,1,,,A. C. Ford,PTH
20,1860,1860/09,Colorado,Denver,"Denver, CO",39.74092,-104.99385,September: A man called Black Hawk lynched for alleged horse theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,Black Hawk,PTH
21,1860,1860/10,Alabama,Tuskegee,"Tuskegee, Macon Co.",32.42377,-85.69402,"October: Burning of enslaved ""boy belonging to Maj. Cocke.""","Sellers, Slavery in Alabama, 264 as listed in Pfeifer, Roots of Rough Justice.",Racial; Slavery,White,Black; Youth; Slave,Lethal Violence,1,,,,PTH
22,1860,1860/10,Iowa,Pottawattamie Co.,"Pottawattamie Co., IA",41.25752,-95.67644,October: Hanging of Philip McGuire for allegedly kidnapping and attempting to sell a man and woman into slavery as well as for alleged theft,"Black, ""Lynchings in Iowa,"" 209 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law; Slavery,Vigilante,Alleged Thief; Alleged Kidnapper; Slave Trader,Lethal Violence,1,,,Philip McGuire,PTH
23,1860,1860/11,Kansas,SE Kansas,SE Kansas,37.44765,-94.92292,"November: Jayhawkers try and hang border ruffian Russell Hirds for ""man stealing."" He had hunted down and returned to Missouri a fugitive slave.","Nichols.Bleeding Kansas, p.243",Slavery; Racial; Vigilante; Law; Land; Political,Free-Soiler; Anti-Slavery; Free-Stater; Vigilante; Militia,Vigilante; Pro-Slavery; Anti-Abolitionist; Slavecatcher,Lethal Violence; Seized Person(s),1,,,Russell Hirds,
24,1860,1860/11,Missouri,Callaway Co.,"Callaway Co., Missouri",38.80802,-91.90516,November: Hanging of enslaved woman for alleged murder of white woman,"St. Louis Bulletin, November 8, 1860, quoted in Sante Fe Gazette, December 15, 1860 as listed in Pfeifer, The Roots of Rough Justice.",Slavery; Racial; Vigilante; Law,White; Vigilante,Black; Slave; Woman; Alleged Criminal; Alleged Vigilante,Lethal Violence,1,,,,PTH
25,1860,1860/12,Colorado,Denver,"Denver, CO",39.74092,-104.99385,December: People's Court lynches Patrick Waters for the alleged murder of Thomas R. Freeman.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; People's Court,Alleged Criminal; Alleged Murderer; Irish; Catholic,Lethal Violence,1,,William N. Byers,Patrick Waters,PTH
26,1860,1860/12,Arizona,Arizona City,Arizona City,32.75186,-111.67314,"December: On the 26th, Mateo García hanged for alleged murder.","Los Angeles Semi-Weekly Southern News, 30 Jan. 1861 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Mateo García,PTH
1,1861,,Nebraska,Omaha,"Omaha, NE",41.25819,-95.93812,"Authorities arrested James Bouve and John S. Iler for assualting and robbing a local woman. A crowd gathered, formed an extralegal committee, and interrogated both men in their cells. Iler confessed. An extrajudicial trial was then organized. Iler was granted leniancy, but the crowd voted to lynch Bouve. One man, Robert A. Howard, begged the crowd to let the law handle justice, but he was not heeded. Vigilantes stormed the jail and hanged Bouve from a ceiling beam. Iler was told to leave, and shots were fired at him, possibly to scare him, as he ran.","Sorenson, History of Omaha, 123.",Vigilante; Law,Vigilante,Legal; Jail; Marshal; Alleged Criminal,Lethal Violence; Threat,1,,,James Bouve; John S. Iler,PTH
2,1861,1861/04,Maryland,Baltimore,Baltimore,39.293324,-76.615924,"April: Union troops on their way to Washington and marching between train stations were attacked by mobs led by ""Plug Uglies."" Shots were exchanged. Casualties on both sides. 7 soldiers killed, 12 citizens killed.","Andrews.History of Maryland, p.511-525",Anti-Union; Military; Gang,Gang; Plug Ugly,Military; Union,Lethal Violence; Non-Lethal Violence,19,,,,
3,1861,1861/02,Georgia,Milledgeville,Milledgeville,33.07882,-83.23375,"Feburary: A mob siezed an enslaved man, George from jail, where he was being held for alleged rape or attempted rape. The mob burned George to death.","Reports of Cases in Law and Equity Argued and Determined in the Supreme Court of the State of Georgia, 1864-1866, 506-509.",Law; Racial; Vigilante; Slavery,White; Vigilante,Black; Slave; Legal; Jail; Alleged Criminal; Alleged Sexual Assailant,Lethal Violence; Seized Person(s); Extraction,1,,,George,PTH
4,1861,1861/03,New Mexico,Mesilla,"Mesilla, NM",32.27311,-106.79603,"March: On the 22nd, an unknown Mexican lynched for alleged theft.","Sante Fe Gazette, 13 April 1861 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief,Lethal Violence,1,,,,PTH
5,1861,1861/04,New Mexico,Mesilla,"Mesilla, NM",32.27311,-106.79603,"April: On the 10th, an unknown Mexican lynched for alleged theft.","Mesilla Times, 23 Mar. 1861 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Thief,Lethal Violence,1,,,,PTH
6,1861,1861/04,California,El Monte,"El Monte, CA",34.022624,-118.367045,"April: José Claudio Alvitre, accused of murdering his wife, lynched by ""his countrymen.""","Sacremento Union, 6 May 1861.",Law; Vigilante,Vigilante; Mexican; Hispanic; Catholic,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,José Claudio Alvitre,PTH
7,1861,1861/05,California,California,California,36.065613,-118.674543,May: Vigilantes lynch Cladio Alvitre for murdering his wife.,"Blew. ""Vigilantism,"" p.23",Vigilante; Law,Vigilante,Unknown,Lethal Violence,1,,,Cladio Alvitre,
8,1861,1861/06,Illinois,Ogle Co.,"Ogle Co., Illinois",42.035234,-89.35899,June: Mob hanged a man on the suspicion that he sympathised with Confederacy. He was also believed to be an arsonist.,"Gray.Hidden Civil War, p.68",Anti-Confederacy; War; Vigilante; Law,Vigilante,Confederate; Confederate Sympathizer; Alleged Criminal; Alleged Arsonist,Lethal Violence,1,,,,
9,1861,1861/09,California,San Luis Obispo,Near San Luis Obispo,35.2807,-120.6605,"September: On the 13th, F. Rameris was hanged for alleged sexual assualt. He was rescued, only to be taken from the jail and hanged again.","Sacremento Union, 26 Sept 1861 as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Sexual Assailant; Legal; Jail; Prisoner,Lethal Violence; Seized Person(s); Extraction,1,,,F. Rameris,PTH
10,1861,1861/09,Colorado,Denver,Denver,39.74092,-104.99385,"November: At some point, Stephen Conroy jumped a Mr. Minter's claim. Minter belonged to a claim club, which duly dispossesed Conroy. Contry retaliated by allegedly poisoning two of Minter's dogs, and attacked Minter in the street. Later, Conroy again approach Minter making threats, and Conroy shot him dead.","The Rocky Mountain News, November 26, 1861",Land; Law; Vigilante,Claim Club; Vigilante; Squatter,Squatter,Lethal Violence; Property Destroyed; Threat,1,1,Stephen Conroy; Minter,Stephen Conroy; Minter,PTH
11,1861,1861/09,Texas,Harrison,Harrison,32.51769,-94.27774,"September: Burning of Green, an enslaved man, for alleged rape and murder of 12-year-old white girl","Marshall Republican (Marshall, TX), September 7, 1861 quoted in New Orleans Picayune, September 12, 1861 as listed in Pfeifer, The Roots of Rough Justice.",Racial; Slavery; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Sexual Assailant; Alleged Murderer,Lethal Violence; Mutilation,1,,,Green,PTH
12,1861,1861/09,Wisconsin,Milwaukee,Milwaukee,43.03145,-87.95645,"September: Mob lynched a black prisoner in jail accused of murdering a white. The crowd shouted: ""Damn the n*****s and abolitionists!"" and tried to lynch another black person, but he escaped. The dead man's name was Marshall Clarke.","Voegeli.Free but..., p.9 and Pfeiffer, The Roots of Rough Justice. Milwaukee Sentinel, Sept 9 1861 and Daily Wisconsin (Milwaukee), September 9 1861.",Slavery; Racial; Anti-Abolitionist; Vigilante; Law,Anti-Abolitionist; White; Pro-Slavery; Vigilante,Black; Legal; Prisoner; Jail; Alleged Criminal; Alleged Murderer,Prison Break; Seized Person(s); Lethal Violence,1,,,Marshall Clarke,PTH Edits
13,1861,1861/10,California,Los Angeles,Los Angeles,34.022624,-118.367045,October: Young Francisco Cota taken from police officers and lynched. He had shot an Anglo shopkeeper and his wife.,"Blew. ""Vigilantism,"" p.23",Racial; Law; Ethnic/National; Religious; Vigilante,White; Vigilante; Anglo,Hispanic; Catholic; Prisoner; Legal; Youth,Prison Break; Seized Person(s); Lethal Violence,1,,,Francisco Cota,
14,1861,1861/04,Colorado,Lake Gulch,"Lake Gulch, CO",39.36912,-104.85162,"April: A People's Court, 3000 strong, lynches Solomon Kennedy for alleged murder.","Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; People's Court,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Solomon Kennedy,PTH
15,1861,1861/03,Kansas,Topeka,Topeka,39.04945,-95.68338,March: A horse thief named Edwards lynched for stabbing a member of the  Pottawatami Nation and attempting to steal his pony. ,"The Rocky Mountain News, April 3, 1861",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,Edwards,PTH
16,1861,1861/07,Colorado,Apex,"Apex, CO",39.8656,-105.57021,July: John Bishop lynched for alleged horse theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,John Bishop,PTH
17,1861,1861/09,Colorado,Denver,"Denver, CO",39.74092,-104.99385,September: Joseph W. Briggs lynched for alleged horse theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Thief; Alleged Horse Thief,Lethal Violence,1,,,Joseph W. Briggs,PTH
1,1862,,Colorado,Empire,"Empire, CO",39.76004,-105.6823,A People's Court lynched John Fillmore for alleged murder. ,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante; People's Court,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,John Fillmore,PTH
2,1862,1862/01,Nebraska,Nebraska City,"Nebraska City, NE",40.67578,-95.85861,January: Two alleged Jayhawkers were killed by the people of Nebraska City. One was forced under the ice of the Missouri River until he drowned. The other was allowed to run before he was shot in the back.,"Julius S. Morton and Albert Watkins, History of Nebraska From the Earliest Explorations of the Trans-Mississippi Region (Lincoln, NE: Western Publishing, 1918), 324.",Vigilante; Law,Vigilante,Vigilante; Jayhawker; Guerilla; Alleged Criminal; Alleged Thief; Freestater,Lethal Violence,2,,,,PTH
3,1862,1862/01,Kentucky,"Near Peak's Mill, Franklin Co.","Franklin Co., KY",38.2984,-84.81247,"January: Hanging of ""slave of 'Miss Pearce'"" for alleged rape and murderous assualt","New York Times, Jan. 14, 1862 as listed in Pfeifer, The Roots of Rough Justice.",Slavery; Racial; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Murderer; Alleged Sexual Assailant,Lethal Violence,1,,,,PTH
4,1862,1862/03,California,Lake Elizabeth,"Lake Elizabeth, California",34.665197,-118.397614,March: Five persons allegedly lynched for cattle rustling.,"Blew. ""Vigilantism,"" p.23",Vigilante; Law,Vigilante,Cattle Thief,Lethal Violence,5,,,,
5,1862,1862/07,Indiana,New Albany,"New Albany, Indiana",38.291254,-85.833344,"July: white mob beat, shot, and vadalized black section of town after a black person shot two whites. One black person killed. Many injured.","Voegeli.Free but…, p.34",Racial,White,Black,Lethal Violence; Non-Lethal Violence; Property Destroyed,1,,,,
6,1862,1862/07,Ohio,Toledo,"Toledo, Ohio",41.682649,-83.535607,"July: Racial strife over wages left one dead, several wounded and black shanties torn down.","Voegeli.Free but…, p.34",Racial,Unknown,Unknown,Lethal Violence; Non-Lethal Violence; Property Destroyed,1,,,,
7,1862,1862/09,Pennsylvania,Archibald,"Archibald, Luzerne Co., PA",41.506797,-75.55603,"September: Enrollment officer on armed guard and Catholic priest at 1st successfully in enrolling Irish miners. Some scuffling occurred and some women arrested. In the evening a crowd attacked the hotel with the enrollment officer in it. In the ensuing riot stones were thrown and the military fired into the crowd, fatally shooting one man and wounding several others.","Palladino.Another Civil War, p.101",Military; Anti-War; War; Religious; Ethnic/National,Irish; Catholic; Woman; Worker; Miner,Catholic; Religious; Priest; Military; Enlistment Officer,Lethal Violence; Non-Lethal Violence; Threat,1,,,,
8,1862,1862/11,Oregon,Auburn,"Auburn, OR",44.85429,-117.938,"November: Tom ""The Spaniard"" hanged for alleged murder.","Bancroft, Popular Tribunals as listed in Carrigan and Webb, Forgotten Dead.",Racial; Law; Ethnic/National; Religious; Vigilante,Vigilante,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Tom the Spaniard,PTH
1,1863,,Colorado,Gold Run/Blue River,Gold Run/Blue River,39.50356,-106.02923,Unknown victim lynched.,"Leonard, Lynching in Colorado, Table A.1",Unknown,Unknown,Unknown,Lethal Violence,1,,,,PTH
2,1863,,Colorado,Trinidad,"Trinidad, CO",37.16949,-104.50205,A man named Baxter killed for possibly alleged theft.,"Leonard, Lynching in Colorado, Table A.1",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Baxter,PTH
3,1863,1863/01,Washington,Steilacoom,"Steilacoom, Pierce Co., WA",47.16919,-122.6004,January: J.M. Bates hanged for alleged murder.,"Tacoma Weekly Ledger, Feb. 17, 1863 as listed in Pfeifer, The Roots of Rough Justice.",Vigilante; Law,Vigilante,Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,J.M. Bates,PTH
4,1863,1863/01,North Carolina,Madison Co.,"Madison Co., NC",35.845516,-82.721819,"January: About a dozen men loyal to the Confederacy attack two dozen men resisting the drafts. In the gun battle that followed 4 died, 2 one each side.","Tatum.Disloyalty, p.115",Anti-Draft; Draft,Confederate,Anti-Draft,Lethal Violence,4,,,,
5,1863,1863/03,Michigan,Detroit,Detroit,42.405935,-83.104235,"March: Trial of black man, Wm. Faulkner, for allegedly molesting a white and black girl elicits a great deal of attention. At one point during trial, when court visited the scene of the alleged crime, crowd hurled stoned at Faulkner. After he was convicted (he was innocent) on the 6th, Provost Marshall's men used to guard him on way to jail. Guards fired on threatening crowd, killing one man. Angered, whites later attacked black neighborhood, burning houses, assaulting blacks of both sexes. Concerns over draft also in (??).","Schneider. ""Detroit…,""Michigan History58 (1974) p.4-24",Racial; Law; Anti-Draft; Draft; Vigilante,White; Anti-Draft; Vigilante,Black; Legal; Prisoner; Woman; Alleged Criminal; Alleged Sexual Assailant,Lethal Violence; Non-Lethal Violence; Property Destroyed; Threat,1,,,William Faulkner,
6,1863,1863/05,Ohio,Dayton,"Dayton, Ohio",39.780934,-84.14882,"May: Democratic supporters of Clement C. Vallandigham outraged by his arrest by the Army gathered outside pro-Democrat newspaprt office - Empire. About 200 strong they threw stones and fired pistols at window. They also hurled fired ""turpentine balls."" These caught on and destroyed the Journal building and half a block more. Rioters prevented firefighters from doing their duty. Soldiers arrived. One rioter killed while cutting firehose. Mob dispersed.","Klement.Copperheads, p.92",Political,Political; Democrat,Press; Firefighter; Political; Democrat; Military,Lethal Violence; Property Destroyed; Threat,1,,,,
7,1863,1863/05,Colorado,Oil Spring,Oil Spring,38.53027,-105.21323,"May: Vigilantes from California Gulch tracked alleged murderers for twelve days. The alleged murderers were two Mexican men. The vigilantes killed one, and one escaped. The vigilantes, going through possessions left behind, found a book. An attempt to translate the Spanish led the Anglos to believe that the Mexican men were out to exterminate as many Americans as possible. The Anglos believed the Mexican men to be the Espinosa brothers","The Weekly Commonwealth, May 21, 1863",Vigilante; Law; Racial; Ethnic/National; Religious,Vigilante; White,Mexican; Hispanic; Catholic; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,Espinosa,PTH
8,1863,1863/06,New York,Newburgh,"Newburgh, NY",41.495854,-74.018597,June: Mob lynches black person for assaulting an Irish-American woman.,"Anbinder, p.312",Racial; Vigilante; Law,White; Vigilante,Black; Alleged Criminal; Alleged Assailant,Seized Person(s); Lethal Violence,1,,,,
9,1863,1863/06,Indiana,Rush Co.,"Rush Co., Indiana",39.652407,-85.4498,June: About 12 men ambushed enrolling officers for draft and killed a US marshall.,"Coakley.Role, p.240",War; Political; Military,Anti-Draft,Draft Officer,Lethal Violence,1,,,,
10,1863,1863/07,Texas,San Antonio,"San Antonio, Texas",29.488912,-98.532532,"July: Mob hanged Ben Franks, a local cattleman, outside jail after officers had arrested him. Frank was charged with murder and robbery.","Sonnechison.10 Texas Feuds, p.81",Vigilante; Law,Vigilante,Prisoner; Legal,Seized Person(s); Lethal Violence,1,,,Ben Franks,
11,1863,1863/07,New York,New York City,NYC,40.720368,-74.001098,"July: Draft riots. Start in protest of $300 exemption clause of draft. Includes attacks on homes and shops of the rich, but quickly black people become the main focus of rioters' wrath. African Americans lynched from light posts, homes and institutions destroyed. Concerted fight with authorities. Army ordered in and massive street battles ensue. At least 105 died.","Cook, Headley, Bernstein.",Racial; Anti-Draft; Draft; Political; Ethnic/National; Religious; War; Military; Political,Anti-Draft; Anti-Abolitionist; Irish; Catholic; Woman; Youth,Black; Abolitionist; Legal; Law Officer; Military; Reformer; Woman; Youth,Lethal Violence; Non-Lethal Violence; Threat; Property Destroyed; Mutiliation,105,,,,
12,1863,1863/08,Illinois,Dawville,"Dawville, Illinois",40.149358,-87.629359,August: Mob of about 400 besieged office of local provost Marshall over the draft. Five people killed before military put down the riot.,"Coakley.Role, p.262-263",Anti-Draft; Draft; Military; Political; War,Anti-Draft,Draft Officer,Lethal Violence,5,,,,
13,1863,1863/08,Pennsylvania,Philadelphia,Philadelphia,39.90153,-75.176711,August: Conflict between coscripts and neighboring farmers over trespassing. One farmer shot and killed.,"Scharf and Wescott, p.809",Military; War,Military; Conscript,Farmer,Lethal Violence,1,,,,
14,1863,1863/11,Pennsylvania,Audenreid,"Audenreid, PA",40.913126,-75.992349,"November: Mob of miners broke into the home of George K. Smith and killed him. Smith, a mine operator, had apparently given a list of employees to a draft officer.","Aurand, p.98",Labor; Draft; Anti-Draft; Military; Political; War,Anti-Draft; Worker; Miner,Mine Operator; Employer,Lethal Violence,1,,,George K. Smith,
